Title,Link,Date,Medium,Dimensions,Object Number,Credit Line
"Portrait of Nathaniel Hone (1831-1917), Artist",http://onlinecollection.nationalgallery.ie/objects/11694/portrait-of-nathaniel-hone-18311917-artist?ctx=2d91c168-6033-4b9c-a02d-148f07cd39a3&idx=2535,1870,Oil on canvas,43 x 37 cm,NGI.881,"Purchased, 1927"
"Portrait of J.B.S. MacIlwaine (1857-1945), Artist and Inventor",http://onlinecollection.nationalgallery.ie/objects/11695/portrait-of-jbs-macilwaine-18571945-artist-and-invent?ctx=2d91c168-6033-4b9c-a02d-148f07cd39a3&idx=2536,1892,Oil on canvas,61 x 51 cm,NGI.882,"Purchased, 1927"
Roman Ruins,http://onlinecollection.nationalgallery.ie/objects/11696/roman-ruins?ctx=2d91c168-6033-4b9c-a02d-148f07cd39a3&idx=2537,N/A,Oil on canvas,73 x 61 cm,NGI.884,Provenance unknown
The Virgin and Child with Saints John the Baptist and Jerome,http://onlinecollection.nationalgallery.ie/objects/11697/the-virgin-and-child-with-saints-john-the-baptist-and-jerome?ctx=2d91c168-6033-4b9c-a02d-148f07cd39a3&idx=2538,c.1510-1520,Oil on canvas,86 x 118 cm,NGI.885,"Purchased, 1927"
Self-Portrait,http://onlinecollection.nationalgallery.ie/objects/11698/selfportrait?ctx=2d91c168-6033-4b9c-a02d-148f07cd39a3&idx=2539,c.1780,Oil on canvas,75.6 x 121.3 cm,NGI.886,"Bequeathed, Mrs Hone, 1919 (Accessioned 1951)"
Portrait of George Robert Helen (d.1793),http://onlinecollection.nationalgallery.ie/objects/11699/portrait-of-george-robert-helen-d1793?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2540,N/A,Oil on canvas,76 x 63 cm,NGI.887,"Presented, 1919"
Portrait of Mrs Helen (Dorothea Daniel) (d.1806),http://onlinecollection.nationalgallery.ie/objects/11700/portrait-of-mrs-helen-dorothea-daniel-d1806?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2541,N/A,Oil on canvas,76 x 63 cm,NGI.888,"Presented, 1919"
"Portrait of John Redmond (1856-1918), Parliamentarian",http://onlinecollection.nationalgallery.ie/objects/11701/portrait-of-john-redmond-18561918-parliamentarian?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2542,1901,Oil on canvas,102 x 82 cm,NGI.889,"Purchased, 1927"
"Christ on the Cross, with Saints Francis of Assisi and Antony of Padua",http://onlinecollection.nationalgallery.ie/objects/11702/christ-on-the-cross-with-saints-francis-of-assisi-and-anton?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2543,N/A,Oil on canvas,313 x 234 cm,NGI.89,"Purchased, 1856"
Joseph Selling Corn in Egypt,http://onlinecollection.nationalgallery.ie/objects/11703/joseph-selling-corn-in-egypt?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2544,1612,Oil on wood panel,58 x 87 cm,NGI.890,"Purchased, 1927"
The Ward Hunt,http://onlinecollection.nationalgallery.ie/objects/11704/the-ward-hunt?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2545,1873,Oil on canvas,109 x 184 cm,NGI.891,"Presented, Mr W. Jameson, 1927"
The Last of the Fair,http://onlinecollection.nationalgallery.ie/objects/11705/the-last-of-the-fair?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2546,1914,Oil on canvas,76 x 65 cm,NGI.892,"Presented, Mrs Garstin, the Artist's widow, 1927"
The O'Connell Centenary Celebrations,http://onlinecollection.nationalgallery.ie/objects/11706/the-oconnell-centenary-celebrations?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2547,1875,Oil on canvas,104 x 163 cm,NGI.893,"Purchased, 1927"
Portrait of a Lady,http://onlinecollection.nationalgallery.ie/objects/11707/portrait-of-a-lady?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2548,1665-1670,Oil on canvas,81.2 x 64 cm,NGI.894,"Purchased, 1927"
"Portrait of George Berkeley, Protestant Bishop of Cloyne (1685-1753), and Philosopher",http://onlinecollection.nationalgallery.ie/objects/11708/portrait-of-george-berkeley-protestant-bishop-of-cloyne-16?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2549,N/A,Oil on canvas,113 x 91 cm,NGI.895,"Purchased, 1927"
The Apotheosis of Jean-Jacques Rousseau,http://onlinecollection.nationalgallery.ie/objects/11709/the-apotheosis-of-jeanjacques-rousseau?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2550,1794,Oil on canvas,62 x 81 cm,NGI.896,"Purchased, 1927"
"View from the Bishop's Throne, West from the Nave, towards the Staircase Tower in Utrecht Cathedral",http://onlinecollection.nationalgallery.ie/objects/11710/view-from-the-bishops-throne-west-from-the-nave-towards-t?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2551,1659,Oil on wood panel,54.6 x 38.4 cm,NGI.897,"Purchased, 1927"
The Parable of the Lord of the Vineyard,http://onlinecollection.nationalgallery.ie/objects/11711/the-parable-of-the-lord-of-the-vineyard?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2552,1621-1622,Oil on panel,62 x 39 cm,NGI.898,"Presented, Dr T. Bodkin, 1927"
"Portrait of George Bernard Shaw (1856-1950), Dramatist",http://onlinecollection.nationalgallery.ie/objects/11712/portrait-of-george-bernard-shaw-18561950-dramatist?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2553,1927,Oil on canvas,112 x 86 cm,NGI.899,"Presented, Mrs B. Shaw, the Heir's wife, 1928"
An Interior with a Woman Ironing,http://onlinecollection.nationalgallery.ie/objects/11713/an-interior-with-a-woman-ironing?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2554,late 1640s,Oil on wood panel,39.9 x 50.2 cm,NGI.9,"Purchased, 1888"
Portrait of a Venetian Gentleman,http://onlinecollection.nationalgallery.ie/objects/11714/portrait-of-a-venetian-gentleman?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2555,1555,Oil on canvas,116 x 80 cm,NGI.90,"Purchased, 1866"
The Farm Cart,http://onlinecollection.nationalgallery.ie/objects/11715/the-farm-cart?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2556,1671,Oil on canvas,72.4 x 85.5 cm,NGI.900,"Purchased, 1928 (Lane Fund)"
A Group of Irish Coursing Enthusiasts,http://onlinecollection.nationalgallery.ie/objects/11716/a-group-of-irish-coursing-enthusiasts?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2557,1869,Oil on canvas,107 x 233.5 cm,NGI.901,"Presented, Dr Willoughby, 1928"
"Portrait of Archduchess Anna (1528-1590), Daughter of King Ferdinand I of Austria",http://onlinecollection.nationalgallery.ie/objects/11717/portrait-of-archduchess-anna-15281590-daughter-of-king-f?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2558,N/A,Oil on panel,37 x 31 cm,NGI.902,"Purchased, 1928"
Portrait of a Woman,http://onlinecollection.nationalgallery.ie/objects/11718/portrait-of-a-woman?ctx=2ceed441-5ee0-4053-874d-ee5dcd8b6a48&idx=2559,c.1540,Oil on oak panel,31.1 x 24.1 cm,NGI.903,"Purchased, 1928"
A Winter Landscape,http://onlinecollection.nationalgallery.ie/objects/11719/a-winter-landscape?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2560,c.1632,Oil on wood panel,52 x 87.1 cm,NGI.904,"Purchased, 1928"
Portrait of Francis Hutcheson (1728-1784),http://onlinecollection.nationalgallery.ie/objects/11720/portrait-of-francis-hutcheson-17281784?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2561,c.1770,Oil on canvas,76 x 63 cm,NGI.905,"Presented, Sir Alec and Lady Martin, 1928"
Sportsmen at Rest,http://onlinecollection.nationalgallery.ie/objects/11721/sportsmen-at-rest?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2562,N/A,Oil on canvas,62 x 82 cm,NGI.906,"Bequeathed, Sir Hugh Lane, 1918"
"Portrait of John Shaw (1773-1823), Captain, United States Navy",http://onlinecollection.nationalgallery.ie/objects/11722/portrait-of-john-shaw-17731823-captain-united-states-na?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2563,N/A,Oil on canvas,89 x 68 cm,NGI.907,"Presented, Mr S. Scott, 1928"
"Bergliot Ibsen (née Bjornsen), (1869-1953)",http://onlinecollection.nationalgallery.ie/objects/11723/bergliot-ibsen-nee-bjornsen-18691953?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2564,1889,Oil on canvas,131 x 90 cm,NGI.908,"Presented, Mlle Zillhardt, through the Friends of the National Collections of Ireland, 1928"
"Portrait of Joseph Leeson, later 2nd Earl of Milltown  (1730-1801)",http://onlinecollection.nationalgallery.ie/objects/11724/portrait-of-joseph-leeson-later-2nd-earl-of-milltown--1730?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2565,c.1772,Oil on canvas,43 x 35 cm,NGI.909,"Presented, V. Lawless, Lord Cloncurry, 1928"
The Holy Family with Donors,http://onlinecollection.nationalgallery.ie/objects/11725/the-holy-family-with-donors?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2566,N/A,"Oil on paper, laid on canvas",38 x 51 cm,NGI.91,"Purchased, 1856"
"Portrait of Reverend P.S. Dineen (1860-1934), Lexicographer",http://onlinecollection.nationalgallery.ie/objects/11726/portrait-of-reverend-ps-dineen-18601934-lexicographer?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2567,1905,Oil on canvas,77 x 64 cm,NGI.910,"Presented, Mr W.B. Yeats, 1928"
Peasant Wedding,http://onlinecollection.nationalgallery.ie/objects/11727/peasant-wedding?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2568,1620,Oil on wood panel,81.5 x 105.2 cm,NGI.911,"Purchased, 1928"
Portrait of Sir Carnaby Haggerston (c.1695-1756),http://onlinecollection.nationalgallery.ie/objects/11728/portrait-of-sir-carnaby-haggerston-c16951756?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2569,1714,Oil on canvas,148 x 116 cm,NGI.912,"Purchased, 1928"
"Portrait of John Dwyer Gray (1816-1875),  Journalist and Patriot",http://onlinecollection.nationalgallery.ie/objects/11729/portrait-of-john-dwyer-gray-18161875--journalist-and-pat?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2570,N/A,Oil on canvas,69 x 57 cm,NGI.913,"Purchased, 1928"
The Descent of the Holy Spirit; Saints Agnes and Dorothy (on verso),http://onlinecollection.nationalgallery.ie/objects/11730/the-descent-of-the-holy-spirit-saints-agnes-and-dorothy-on?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2571,1490/1494,Oil on panel,121 x 66 cm,NGI.914,"Purchased, 1928"
"Portrait of Dr John Todhunter (1836-1916), Poet and Physician",http://onlinecollection.nationalgallery.ie/objects/11731/portrait-of-dr-john-todhunter-18361916-poet-and-physicia?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2572,N/A,Oil on canvas,79 x 63 cm,NGI.915,"Presented, Mrs Todhunter, 1928"
A Stormy Sea,http://onlinecollection.nationalgallery.ie/objects/11732/a-stormy-sea?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2573,N/A,Oil on canvas,89.7 x 123.6 cm,NGI.916,"Purchased, 1929"
Portrait of Mrs Cregan (Jane Schwerzell),http://onlinecollection.nationalgallery.ie/objects/11733/portrait-of-mrs-cregan-jane-schwerzell?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2574,1818,Oil on canvas,76 x 64 cm,NGI.918,"Presented, Miss M. Cregan, 1929"
Joseph Sheridan Le Fanu,http://onlinecollection.nationalgallery.ie/objects/11734/joseph-sheridan-le-fanu?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2575,1916,Oil on canvas,36 x 26 cm,NGI.919,"Presented, Mr T. Le Fanu, 1929"
The Doge wedding the Adriatic,http://onlinecollection.nationalgallery.ie/objects/11735/the-doge-wedding-the-adriatic?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2576,c.1780,Oil on canvas,39 x 57 cm,NGI.92,"Purchased, 1864"
Portrait of a Man,http://onlinecollection.nationalgallery.ie/objects/11736/portrait-of-a-man?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2577,1766,Oil on canvas,72 x 59 cm,NGI.920,"Purchased, 1929"
The Bead-stringers of Venice,http://onlinecollection.nationalgallery.ie/objects/11737/the-beadstringers-of-venice?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2578,1880-1882,Oil on canvas,56 x 82 cm,NGI.921,"Bequeathed, Valentine Lawless, Baron Cloncurry, 1929"
Self-Portrait,http://onlinecollection.nationalgallery.ie/objects/11738/selfportrait?ctx=da838e76-dd02-4ff3-994b-303819f7c58b&idx=2579,1903,Oil on canvas,55 x 46 cm,NGI.922,"Bequeathed, Mr W. Wallace Anderson, 1929"
"Portrait of T.P. O'Connor, Parliamentarian and Journalist",http://onlinecollection.nationalgallery.ie/objects/11739/portrait-of-tp-oconnor-parliamentarian-and-journalist?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2580,N/A,Oil on canvas,76 x 63 cm,NGI.923,"Presented, Sir Alex Maguire and Mr F. Parker, 1930"
Portrait of Susannah Walker,http://onlinecollection.nationalgallery.ie/objects/11740/portrait-of-susannah-walker?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2581,1760,Oil on canvas,99 x 71 cm,NGI.924,"Presented, Sir Alec Martin, through the Friends of the National Collections of Ireland, 1930"
"The Holy Family with Saints Anne, Elizabeth and John the Baptist",http://onlinecollection.nationalgallery.ie/objects/11741/the-holy-family-with-saints-anne-elizabeth-and-john-the-bap?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2582,1649,Oil on canvas,79 x 106 cm,NGI.925,"Milltown Gift, 1902"
Self-Portrait,http://onlinecollection.nationalgallery.ie/objects/11742/selfportrait?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2583,N/A,Oil on canvas,76 x 63 cm,NGI.926,"Presented, The Misses Mulvany, 1930"
"Portrait of Sir Charles Kemeys-Tynte, Baronet (1710-1785)",http://onlinecollection.nationalgallery.ie/objects/11743/portrait-of-sir-charles-kemeystynte-baronet-17101785?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2584,1739,Oil on canvas,127 x 102 cm,NGI.927,"Presented, Mr G. Hannen, 1930"
Portrait of Reverend Thomas Burke (1830-1883),http://onlinecollection.nationalgallery.ie/objects/11744/portrait-of-reverend-thomas-burke-18301883?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2585,N/A,Oil on canvas,127 x 102 cm,NGI.928,"Purchased, The Misses Mulvany, 1930"
The Virgin and Child Seated in Clouds,http://onlinecollection.nationalgallery.ie/objects/11745/the-virgin-and-child-seated-in-clouds?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2586,1650s,Oil on canvas,104 x 75 cm,NGI.93,"Purchased, 1873"
"Portrait of Sir Thomas Drew (1838-1910), Architect",http://onlinecollection.nationalgallery.ie/objects/11746/portrait-of-sir-thomas-drew-18381910-architect?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2587,1891,Oil on canvas,68 x 51 cm,NGI.931,"Presented, Mr C. Pearsall, 1930"
"Portrait of Sir Michael O'Loghlen (1789-1842), Lawyer",http://onlinecollection.nationalgallery.ie/objects/11747/portrait-of-sir-michael-ologhlen-17891842-lawyer?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2588,1843,Oil on canvas,244 x 152 cm,NGI.932,"Presented, Sir Michael O'Loghlen, 1930"
The Dam at Amsterdam,http://onlinecollection.nationalgallery.ie/objects/11748/the-dam-at-amsterdam?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2589,1669,Oil on canvas,68 x 83.1 cm,NGI.933,"Purchased, 1930"
Portrait of C.H. Granby as Sir Peter Teazle in 'The School for Scandal',http://onlinecollection.nationalgallery.ie/objects/11749/portrait-of-ch-granby-as-sir-peter-teazle-in-the-school-f?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2590,1873,Oil on canvas,91 x 72 cm,NGI.934,"Presented, Mr J. Holloway, 1930"
A Bay Horse and Two Donkeys,http://onlinecollection.nationalgallery.ie/objects/11750/a-bay-horse-and-two-donkeys?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2591,c.1773,Oil on canvas,60.5 x 94.2 cm,NGI.935,"Purchased, 1930"
"Roger Casement  (1864-1916), Patriot and Revolutionary",http://onlinecollection.nationalgallery.ie/objects/11751/roger-casement--18641916-patriot-and-revolutionary?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2592,N/A,Oil on canvas,102 x 76 cm,NGI.938,"Presented, Mr W. Cadbury, 1930"
Landscape with Muleteers and Peasants,http://onlinecollection.nationalgallery.ie/objects/11752/landscape-with-muleteers-and-peasants?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2593,1791 or 1797,Oil on canvas,49 x 68 cm,NGI.939,"Purchased, 1930"
Haasdrubal's Wife Denouncing her Husband before Scipio Africanus,http://onlinecollection.nationalgallery.ie/objects/11753/haasdrubals-wife-denouncing-her-husband-before-scipio-afric?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2594,c.1650s,Oil on canvas,188 x 238 cm,NGI.94,"Purchased, 1856"
Landscape with Washerwomen and Peasants,http://onlinecollection.nationalgallery.ie/objects/11754/landscape-with-washerwomen-and-peasants?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2595,1791 or 1797,Oil on canvas,49 x 68 cm,NGI.940,"Purchased, 1930"
The Liffey Swim,http://onlinecollection.nationalgallery.ie/objects/11755/the-liffey-swim?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2596,1923,Oil on canvas,61 x 91 cm,NGI.941,"Presented, Trustees of the Haverty Trust, 1931"
The Lamentation over the Dead Christ,http://onlinecollection.nationalgallery.ie/objects/11756/the-lamentation-over-the-dead-christ?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2597,c.1495,Tempera and oil on wood panel,169.5 x 171.5 cm,NGI.942,"Purchased, 1931 (Lane Fund)"
Virgin and Child with Angels,http://onlinecollection.nationalgallery.ie/objects/11757/virgin-and-child-with-angels?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2598,N/A,Tempera on panel,161 x 59 cm,NGI.943,"Purchased, 1931"
Revenue Raid,http://onlinecollection.nationalgallery.ie/objects/11758/revenue-raid?ctx=3cbabd3e-30fc-4f20-b0d9-6a607f66a7da&idx=2599,N/A,Oil on panel,36 x 50 cm,NGI.944,"Purchased, 1931"
The Dead Ptarmigan (a Self-Portrait),http://onlinecollection.nationalgallery.ie/objects/11759/the-dead-ptarmigan-a-selfportrait?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2600,c.1909,Oil on canvas,100 x 91 cm,NGI.945,"Bequeathed, Lady Poe, 1930"
The Wash House,http://onlinecollection.nationalgallery.ie/objects/11760/the-wash-house?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2601,1905,Oil on canvas,91 x 73 cm,NGI.946,"Bequeathed, 1931"
Game-piece: the Garden of a Château,http://onlinecollection.nationalgallery.ie/objects/11761/gamepiece-the-garden-of-a-chateau?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2602,1690s,Oil on canvas,122 x 106 cm,NGI.947,"Presented, Sir William Hutcheson Poë, 1931"
The White Walls of Old England,http://onlinecollection.nationalgallery.ie/objects/11762/the-white-walls-of-old-england?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2603,1893,Oil on canvas,102 x 127 cm,NGI.948,"Presented, Mr W. Hutcheson Poë, 1931"
"Portrait of Dr Stoney, F.R.S. (1826-1911)",http://onlinecollection.nationalgallery.ie/objects/11763/portrait-of-dr-stoney-frs-18261911?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2604,1883,Oil on canvas,143 x 112 cm,NGI.949,"Presented, Miss E. Stoney, 1931"
Preparations to Celebrate the Birth of the Dauphin of France in the Piazza Navona,http://onlinecollection.nationalgallery.ie/objects/11764/preparations-to-celebrate-the-birth-of-the-dauphin-of-france?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2605,1731,Oil on canvas,109 x 246 cm,NGI.95,"Purchased, 1871"
Souvenir of Roquemaure in the Gard,http://onlinecollection.nationalgallery.ie/objects/11765/souvenir-of-roquemaure-in-the-gard?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2606,1853,Oil on canvas,142 x 207 cm,NGI.950,"Purchased, 1931"
A Coast Scene,http://onlinecollection.nationalgallery.ie/objects/11766/a-coast-scene?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2607,N/A,Oil on panel,27 x 41 cm,NGI.951,"Purchased, 1932"
The Artist Painting a Lady's Portrait,http://onlinecollection.nationalgallery.ie/objects/11767/the-artist-painting-a-ladys-portrait?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2608,c.1740,Oil on canvas,61 x 50 cm,NGI.952,"Purchased, 1932"
"Portrait of Gerald Fitzgibbon, Lord Justice of Appeal (1837-1909)",http://onlinecollection.nationalgallery.ie/objects/11768/portrait-of-gerald-fitzgibbon-lord-justice-of-appeal-1837?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2609,1894,Oil on canvas,69 x 51 cm,NGI.953,"Presented, Miss E. Fitzgibbon, 1932"
The Building of the Ark,http://onlinecollection.nationalgallery.ie/objects/11769/the-building-of-the-ark?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2610,N/A,Oil on canvas,94 x 128 cm,NGI.954,"Purchased, 1932"
A Portuguese Lady,http://onlinecollection.nationalgallery.ie/objects/11770/a-portuguese-lady?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2611,N/A,Oil on canvas,92 x 71 cm,NGI.955,"Purchased, 1932"
Looking at the Sea,http://onlinecollection.nationalgallery.ie/objects/11771/looking-at-the-sea?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2612,1912,Oil on panel,61 x 50 cm,NGI.956,"Purchased, 1932"
Sunlight,http://onlinecollection.nationalgallery.ie/objects/11772/sunlight?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2613,c.1925,Oil on panel,50 x 61 cm,NGI.957,"Purchased, 1932"
"Portrait of Claude Bernard (1813-1878), Physiologist",http://onlinecollection.nationalgallery.ie/objects/11773/portrait-of-claude-bernard-18131878-physiologist?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2614,N/A,Oil on canvas,72 x 58 cm,NGI.958,"Presented, Mrs W. O'Brien, 1932"
"Portrait of Arthur Murphy ( 1727-1805), Actor and Author",http://onlinecollection.nationalgallery.ie/objects/11774/portrait-of-arthur-murphy--17271805-actor-and-author?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2615,N/A,Oil on canvas,76 x 63 cm,NGI.959,"Purchased, 1933"
Landscape with the Baptism of Christ in the River Jordan,http://onlinecollection.nationalgallery.ie/objects/11775/landscape-with-the-baptism-of-christ-in-the-river-jordan?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2616,1650s,Oil on canvas,147 x 221 cm,NGI.96,"Purchased, 1856"
Portrait of George Moore (1773-1840),http://onlinecollection.nationalgallery.ie/objects/11776/portrait-of-george-moore-17731840?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2617,1830,Oil on canvas,76 x 63 cm,NGI.960,"Bequeathed, 1933"
Dead Game,http://onlinecollection.nationalgallery.ie/objects/11777/dead-game?ctx=d9c399af-2c99-41c0-bcb8-a95a20acc83d&idx=2618,1650,Oil on canvas,84 x 102 cm,NGI.961,"Bequeathed, 1933"
